title,website,date,contributors,slug,images,banner_image,proteins,products,topics,regions,description,body,start_date,end_date,online,country,city,ID,image_caption
"The Science of Alt. Protein: Cultivating whole muscle cuts without scaffolds",https://us02web.zoom.us/webinar/register/4016104649064/WN_jmkCywPtSCCJfBZlcGMPlg,2021-01-13T11:16:05-0500,NL,/events/science-alt-protein-cultivating-whole-muscle-cuts-without-scaffolds,https://www.proteinreport.org/sites/default/files/2021-01/gfilogo.jpg,https://www.proteinreport.org/sites/default/files/2021-01/gfibanner_0.png,Cell-Based,Meat,Sci-Tech,"International, US &amp; Canada","Can we cultivate whole muscle cuts with full complement of cell types in a scaffold-free manner? Join Dr. Ravi Selvaganapathy as he discusses biofabrication and assembly techniques that are scalable, can incorporate both muscle and fat cells, display both fiber formation and fat production and can generate their own extracellular matrices for production of large and thick whole meat cuts.","<p>Can we cultivate whole muscle cuts with full complement of cell types in a scaffold-free manner? Join Dr. Ravi Selvaganapathy as he discusses biofabrication and assembly techniques that are scalable, can incorporate both muscle and fat cells, display both fiber formation and fat production and can generate their own extracellular matrices for production of large and thick whole meat cuts.</p>
<p>Meet the speaker: Dr. P. Ravi Selvaganapathy is a professor in mechanical engineering and the Canada research chair in biomicrofluidics at McMaster University in Canada. His research interests are in the development of microfluidic devices for drug discovery, drug delivery, diagnostics, artificial organs and tissue engineering. He has over 120 journal publications, has written 6 invited book chapters and been issued 8 US patents related to MEMS/microfluidic devices. He also received the Early Researchers Award from the ministry of research and innovation in 2010 and has been named a Rising Star in Global Health by Grand Challenges Canada in 2012. In the recent years, he has developed several biofabrication methods for cultivated meat production.</p>
<p><strong>Time: </strong>Jan 27, 2021 10:00 AM in <a href="";"">Pacific Time (US and Canada)</a></p>",2021-01-27,2021-01-27,True,,,8252,
"Plant-Based Foods &amp; Proteins Americas 2021 Summit + Expo",https://bridge2food.com/webinars/summit-plant-based-foods-proteins-americas-2021/,2021-01-13T11:04:57-0500,NL,/events/plant-based-foods-proteins-americas-2021-summit-expo,https://www.proteinreport.org/sites/default/files/2021-01/b2f_logo_0.jpg,https://www.proteinreport.org/sites/default/files/2021-09/banner.jpg,Plant-Based,"Meat, Dairy, Ingredients",Business,"Latin America &amp; Caribbean, US &amp; Canada","Live Online Summit + Expo with Video Chat Option for Ideal Networking
Join the  Summit + Expo Plant-Based Foods &amp; Proteins Americas dedicated to connecting plant-based brands with the value chain, including retailers, foodservice professionals, food manufacturers, ingredient suppliers, and other service providers such as packaging, market, and brand agencies!
 ","<p>Live Online Summit + Expo with Video Chat Option for Ideal Networking<br />
Join the  <strong>Summit + Expo Plant-Based Foods &amp; Proteins Americas</strong><strong> </strong>dedicated to connecting plant-based brands with the value chain, including retailers, foodservice professionals, food manufacturers, ingredient suppliers, and other service providers such as packaging, market, and brand agencies!</p>
<p> </p>
<p><strong>Unique Insights, Business Development &amp; Networking</strong><br />
– 1,000+ Delegates<br />
– 100+ Exhibitors<br />
– 20 Hrs Thought Leading Speakers &amp; Panels<br />
– 20 Hrs Networking Speed Dating &amp; Innovation Round Tables with speakers, panel members, delegates, suppliers, customers, and exhibitors</p>
<p><strong>September 27: Retail &amp; Industry Day<br />
September 28: Innovation Day<br />
September 29: StartUp Acceleration with Pitch Presentations</strong></p>
<p><strong>NEW: Pitching Opportunities</strong> for StartUps for September 29 during the StartUp Acceleration Day. Included a Free Ticket &amp; Booth as well! <strong><a href=""https://bridge2food.com/exclusive-offerfree-presentation-booth-ticketplant-based-foods-brands-start-ups-retailers-food-servicesummit-expo-plant-based-foods-proteins-americas-sept-27-29/"">Apply here before 12 September</a>.</strong></p>
<p>Startups can pitch their innovation and invitation to collaborate with corporate, value chain, and or financial partners. A team of experts will evaluate pitching requests. Trending Round Tables on meat-free, dairy-free, fish-free, egg-free, and other foods will create new insights.</p>
<p>The uniqueness of the Bridge2Food Summit &amp; Expo is the presence of the full value chain, which is why StartUps will cover how the value chain can help, where the company is looking for (distribution, marketing, new ingredients, technologies, partnerships), and what will be key to fuel their future growth.</p>
<p>Two Types of StartUps will Pitch<br />
1) Pre-Market StartUps (2 minutes)<br />
2) Go-to-Market More Mature StartUps (5 minutes)</p>
<p>This fantastic <strong>Summit + Expo</strong> will enable you to:<br />
– Enjoy Thought Leading Expert Presentations<br />
– Be Inspired by Thought-Provoking Panel Discussions<br />
– Develop your StartUp Network<br />
– Build your Network through 1-on-1 Business meetings via Live Video Chats</p>
<p>The <strong>Summit + Expo Plant-Based Foods &amp; Proteins Americas</strong> is the easiest, most convenient, value for money solution to secure virtual networking meetings with a live chat with your (potential) supplier and customers. Book private meetings, video chat, do business, and enjoy a relaxed digital experience and online format for the first time. Give your company a competitive edge and sign up to exhibit at the <strong>Summit + Expo Plant-Based Foods &amp; Proteins Americas</strong> today.</p>",2021-09-27,2021-09-29,True,,,8251,
"Plant-Based Foods Value Chain Americas 2021",https://bridge2food.com/webinars/virtual-exhibition-plant-based-foods-value-chain-americas,2021-01-13T10:09:21-0500,NL,/events/plant-based-foods-value-chain-americas-2021,https://www.proteinreport.org/sites/default/files/2021-01/b2f_logo.jpg,https://www.proteinreport.org/sites/default/files/2021-01/b2fbanner.jpg,Plant-Based,"Meat, Dairy, Ingredients",Business,"Latin America &amp; Caribbean, US &amp; Canada","Join the only Virtual Exhibition Plant-Based Foods Value Chain in Americas dedicated to connecting:
– Plant-Based Brands
– Retailers
– Foodservice
– Food Brands
– Ingredient Suppliers
– Process Technology Suppliers
– Packaging Suppliers– Research Institutes
– Universities
– Grower Associations
– Breeders
– Marketing &amp; Brand Agencies
– Food Application Development Labs
– HR Companies","<p>Join the only <strong>Virtual Exhibition Plant-Based Foods Value Chain in Americas </strong>dedicated to connecting:</p>
<p>– Plant-Based Brands<br />
– Retailers<br />
– Foodservice<br />
– Food Brands<br />
– Ingredient Suppliers<br />
– Process Technology Suppliers<br />
– Packaging Suppliers– Research Institutes<br />
– Universities<br />
– Grower Associations<br />
– Breeders<br />
– Marketing &amp; Brand Agencies<br />
– Food Application Development Labs<br />
– HR Companies</p>
<p><strong>Unique Business Development</strong><br />
– 20 Hours of Exhibitor Meetings &amp; Live Video Chats<br />
– 20 Hours of Inspiration Sessions with Leading Speakers &amp; Panel Members<br />
– 20 Hours of Networking with Fellow Exhibition Visitors</p>
<p>– Unique exhibition on plant-based foods, ingredients, technologies, research, crops, start-ups<br />
– Easy &amp; convenient to meet exhibitors &amp; visitors<br />
– Value for money solution to secure business development with live video chats</p>",2021-04-13,2021-04-14,True,,,8249,
"Dr. Christophe Chantre: Cell Ag @ MIT Boston-Area Seminar Series",https://www.cellag-mit.com/,2021-01-12T17:14:05-0500,emilysoice,/events/dr-christophe-chantre-cell-ag-mit-boston-area-seminar-series,https://www.proteinreport.org/sites/default/files/2021-01/CellAg%20MIT_SSa-R03b_Mil_0.png,https://www.proteinreport.org/sites/default/files/2021-01/cellagmit-1.jpg,Cell-Based,"Meat, Scaffolding &amp; Structure",Business,"US &amp; Canada","Come join at 1-2pm EST for a talk on the business of cell ag by Dr. Christophe Chantre, co-founder and CEO of the cultured meat scaffolding company Boston Meats. 
Zoom: https://mit.zoom.us/j/98317547781","<p>Come join at 1-2pm EST for a talk on the business of cell ag by Dr. Christophe Chantre, co-founder and CEO of the cultured meat scaffolding company Boston Meats. </p>
<p>Zoom: <a href=""https://www.google.com/url?q=https://mit.zoom.us/j/98317547781&amp;sa=D&amp;source=calendar&amp;usd=2&amp;usg=AOvVaw3UlyV67QR5Y2TY8wCV83hf"">https://mit.zoom.us/j/98317547781</a></p>",2021-01-22,2021-01-22,True,,,8246,
"Andrew Stout: Cell Ag @ MIT Boston-Area Seminar Series",https://www.cellag-mit.com/,2021-01-12T16:35:21-0500,emilysoice,/events/andrew-stout-cell-ag-mit-boston-area-seminar-series,https://www.proteinreport.org/sites/default/files/2021-01/CellAg%20MIT_SSa-R03b_Mil.png,https://www.proteinreport.org/sites/default/files/2021-01/cellagmit-1_0.jpg,Cell-Based,Meat,Sci-Tech,"US &amp; Canada","Come join us at 1-2pm EST for a talk on genetic engineering opportunities for cultured meat, presented by Andrew Stout, Kaplan Lab PhD candidate and New Harvest Fellow!
Zoom: https://mit.zoom.us/j/98317547781","<p>Come join us at 1-2pm EST for a talk on genetic engineering opportunities for cultured meat, presented by <a href=""https://www.linkedin.com/in/ACoAABBtZ0sBq1fNpqOvLhXkDWgie5QkH9aPb7c"">Andrew Stout</a>, Kaplan Lab PhD candidate and <a href=""https://www.linkedin.com/company/new-harvest/"">New Harvest</a> Fellow!</p>
<p>Zoom: <a href=""https://www.google.com/url?q=https://mit.zoom.us/j/98317547781&amp;sa=D&amp;source=calendar&amp;usd=2&amp;usg=AOvVaw3UlyV67QR5Y2TY8wCV83hf"">https://mit.zoom.us/j/98317547781</a></p>",2021-01-15,2021-01-15,True,,,8245,
"Future Food-Tech Alternative Proteins",https://futurefoodtechprotein.com,2021-01-11T13:38:29-0500,NL,/events/future-food-tech-alternative-proteins,https://www.proteinreport.org/sites/default/files/2021-03/fftaplogo.png,https://www.proteinreport.org/sites/default/files/2021-01/fftapbannere.png,"Cell-Based, Plant-Based, Microbial, Fungi, Algae","Meat, Dairy, Eggs, Seafood, Pet Food, Ingredients",Business,International,"Future Food-Tech’s new dedicated Alternative Proteins Summit on June 22-23 will connect global food leaders to map out the future of protein.
Focusing on three key pillars: plant-based, cell-based, and microbial fermentation, it will bring together CPG leaders, entrepreneurs, investors, ingredient providers, retailers and food service providers to unpack the possibilities of these technologies and create unified approaches to scaling the next generation of novel proteins.","<p><strong>Future Food-Tech’s new dedicated Alternative Proteins Summit on June 22-23 will connect global food leaders to map out the future of protein.</strong></p>
<p>Focusing on three key pillars: plant-based, cell-based, and microbial fermentation, it will bring together CPG leaders, entrepreneurs, investors, ingredient providers, retailers and food service providers to unpack the possibilities of these technologies and create unified approaches to scaling the next generation of novel proteins.</p>
<p>From ingredient discovery and product formulation, to regulation, communication and commercialization, conversations will dive into all facets of alternative proteins and provide a comprehensive overview of key players, markets, and solutions.</p>
<p>An intuitive, easy-to-use virtual platform offers 1-1 networking, online discussion groups, Ask Me Anything sessions and other unique opportunities to connect with fellow leaders in the sector and create long term business relationships.</p>",2021-06-22,2021-06-23,True,,,8228,
"How Cell-Based Meat Will Change the World",https://us02web.zoom.us/webinar/register/9016101294584/WN_bM3mxrmfTGqv-20uypcT5g,2021-01-11T12:29:22-0500,NL,/events/how-cell-based-meat-will-change-world,https://www.proteinreport.org/sites/default/files/2021-01/xhkKDoco_400x400.jpg,https://www.proteinreport.org/sites/default/files/2021-01/banner.jpg,Cell-Based,Meat,Business,"Europe, International, US &amp; Canada","Jim Mellon has written Moo’s Law to provide the reader with the first-ever review of the entire alternative protein category, and the associated supply chain of meat, poultry, seafood and allied industries, and also goes a step further with his investment assessment of every leading company in this space.","<p>Jim Mellon has written Moo’s Law to provide the reader with the first-ever review of the entire alternative protein category, and the associated supply chain of meat, poultry, seafood and allied industries, and also goes a step further with his investment assessment of every leading company in this space. He is joined on this webinar with two of the leading authorities in the industry, Mark Post (Chief Scientific Officer, Mosa Meat) and Lou Cooperhouse (President &amp; CEO of BlueNalu) for what promises to be an enlightening hour for both those familiar with the cellular agriculture sector and those who are new to the New Agrarian Revolution.</p>
<p><strong>Time: </strong>Jan 21, 2021 4:00 PM in London</p>",2021-01-21,2021-01-21,True,,,8227,
"Boston-Area Guest Speaker Seminar Series",https://mit.zoom.us/j/98317547781,2021-01-08T11:52:46-0500,ayusuf,/events/boston-area-guest-speaker-seminar-series,https://www.proteinreport.org/sites/default/files/2021-01/cellagmit_0.jpg,https://www.proteinreport.org/sites/default/files/2021-01/cellagmitbanner.jpg,Cell-Based,Meat,Sci-Tech,"US &amp; Canada","We are excited to see you at the talk of New Harvest's Research Program Director Jeremiah Johnson at 1 PM ET. The talk will focus on funding opportunities for academic research and open areas of research in cellular agriculture, which should supplement the crash course and be valuable for those interested in pursuing research in the field. The talk is open to all.
Zoom link: https://mit.zoom.us/j/98317547781
Meeting ID: 983 1754 7781","<p>We are excited to see you at the talk of New Harvest's Research Program Director Jeremiah Johnson at 1 PM ET. The talk will focus on funding opportunities for academic research and open areas of research in cellular agriculture, which should supplement the crash course and be valuable for those interested in pursuing research in the field. The talk is open to all.</p>
<p>Zoom link: <a href=""https://mit.zoom.us/j/98317547781"">https://mit.zoom.us/j/98317547781</a><br />
Meeting ID: 983 1754 7781</p>",2021-01-08,2021-01-08,True,,,8216,
"Global Food Forum",https://globalfood.wsj.com,2020-12-31T16:23:47-0500,carolyn.carson,/events/global-food-forum,https://www.proteinreport.org/sites/default/files/2020-12/WSJ-GlobalFoodForum_Logo_Green-boxRGB-small.jpg,https://www.proteinreport.org/sites/default/files/2021-01/gff%20banner.jpg,"Plant-Based, Animal","Meat, Dairy, Seafood, Ingredients","Business, Environment, Policy",International,"The Wall Street Journal Global Food Forum meets again on February 9, 2021. We will gather leaders in agribusiness, food production, consumer products, economics and government to focus on how the food industry is facing disruption, and the challenges and opportunities that lie ahead as companies, markets, consumers and the industry adapt. Plan to join us for unscripted interviews with leaders of some of the the world’s most influential companies and organizations—we’re pleased to announce that ADM Chairman, President and CEO Juan R.","<p><strong>The Wall Street Journal Global Food Forum meets again on February 9, 2021.</strong> We will gather leaders in agribusiness, food production, consumer products, economics and government to focus on how the food industry is facing disruption, and the challenges and opportunities that lie ahead as companies, markets, consumers and the industry adapt. Plan to join us for unscripted interviews with leaders of some of the the world’s most influential companies and organizations—we’re pleased to announce that ADM Chairman, President and CEO <strong>Juan R. Luciano</strong>, Tyson Foods President and CEO <strong>Dean Banks</strong>, and EU Commissioner for Agriculture <strong>Janusz Wojciechowski</strong> have already confirmed that they will participate. Smaller group, interactive discussions on a choice of timely topics. And a new spin on networking that will make it possible for our dynamic Global Food Forum audience to connect, reconnect and gain new perspective on critical issues.</p>",2021-02-09,2021-02-09,True,,,8191,
"AlgaEurope 2020",https://algaeurope.org/,2020-12-03T07:49:27-0500,NL,/events/algaeurope-2020,https://www.proteinreport.org/sites/default/files/2020-12/PtJAAKd__400x400.jpg,https://www.proteinreport.org/sites/default/files/2020-12/algaeurope_banner.jpg,Algae,Ingredients,"Business, Sci-Tech",Europe,"The AlgaEurope conference will be transformed from an onsite conference to an online event due to the current developments around the Coronavirus. The online conference will be held on 1-4 December 2020. Due to the ongoing uncertainties around the Coronavirus situation we hope that by going online we can count on your participation in the online event.","<p><strong>The AlgaEurope conference will be transformed from an onsite conference to an online event due to the current developments around the Coronavirus. The online conference will be held on 1-4 December 2020. Due to the ongoing uncertainties around the Coronavirus situation we hope that by going online we can count on your participation in the online event.</strong></p>
<p>Although algae are widely used in biotechnology and agriculture in Europe and worldwide, and the term algae appears in multiple legal documents, the term as such is poorly defined. Algae are very diverse group of organisms, found almost everywhere on the planet. Based on common use the term algae includes representatives from prokariotes (the cyanobacteria) and from several kingdoms of the eukariotes, whereby no scientific agreement currently exists on the exact taxonomic classification of those multiple  eukaryote kingdoms.</p>
<p>Every year the European algae scene meets at the<strong> AlgaEurope conference</strong>. AlgaEurope offers a unique opportunity for an exchange between academia and industry, established in a networking-based environment that will explore sector’s evolution worldwide as well as the main European players. Currently, there are several European projects, from lab scale to demonstration plants and commercial facilities, aiming to accelerate the commercialization of algal products.</p>",2020-12-01,2020-12-04,True,,,8056,
"Future Food Series: Seafood",https://www.eventbrite.de/e/future-food-series-seafood-registration-129461100637?aff=erelexpmlt,2020-12-01T09:35:24-0500,NL,/events/future-food-series-seafood,https://www.proteinreport.org/sites/default/files/2020-12/pv.jpg,https://www.proteinreport.org/sites/default/files/2020-12/pvffs.jpg,"Cell-Based, Plant-Based",Seafood,Business,International,"ProVeg Incubator and NX-Food present ... the foods of the future!
Welcome to the third event in our Future Food Series! This time, we are diving into the topic of seafood alternatives.
On 9 December, we will be chatting to startup founders from Europe and Asia about which products the plant-based and cultivated seafood sectors have to offer, how to successfully launch them into a huge market full of potential and what the future is going to bring.","<p><strong>ProVeg Incubator and NX-Food present ... the foods of the future!</strong></p>
<p>Welcome to the third event in our Future Food Series! This time, we are diving into the topic of seafood alternatives.</p>
<p>On 9 December, we will be chatting to startup founders from Europe and Asia about which products the plant-based and cultivated seafood sectors have to offer, how to successfully launch them into a huge market full of potential and what the future is going to bring.</p>
<p>A recent consumer survey on plant-based foods suggests that seafood alternatives is one of the key areas for innovation and also what customers are interested in.*</p>
<p>The event will be held in English.</p>
<p><strong>PLEASE NOTE:</strong> This is an online event. Please sign up here on eventbrite. You will receive an access link via e-mail one day before the event.</p>
<p><strong>Agenda:</strong></p>
<p>2:00 pm - Intro from Albrecht Wolfmeyer, ProVeg Incubator, and Fabio Ziemssen, NX-Food</p>
<p>2:10 pm - Guest intros and panel discussion</p>
<p>3:00 pm - Closing comments and end of the event</p>
<p>(All times listed above are CET)</p>
<p><strong>Speakers:</strong></p>
<ul>
<li>Carrie Chan, Co-Founder and CEO of Avant Meats</li>
<li>Sandhya Sriram, Founder and CEO of Shiok Meats</li>
<li>Tom Johansson &amp; Emil Wasteson, Co-Founders of Hooked</li>
<li>Georg Baunach, Managing Partner &amp; Co-Founder of Hatch</li>
</ul>
<p>ProVeg Incubator is the world’s leading Incubator of plant-based and cultured food startups. Our 40+ alumni startups come from all over the world and have raised over €18 million and launched more than 40 products.</p>
<p>NX-Food stands for Next Generation Food and is a food innovation hub of the wholesaler METRO. We are proud to be working in partnership together to accelerate food innovation in the plant-based space.</p>",2020-12-09,2020-12-09,True,,,8051,
"Food &amp; Robotics: Protein Processing",https://register.gotowebinar.com/register/6279335505885916941?source=Staubli%20Sales%20Invitation%20,2020-11-30T11:30:26-0500,c.jamison-brashier,/events/food-robotics-protein-processing,https://www.proteinreport.org/sites/default/files/2020-11/staubli_rgb.png,,Animal,Meat,"Other Topic","International, US &amp; Canada","Join us for a free non-commercial webinar dedicated to professionals in the protein processing industry with a focus on robotic automation of those processes. Guest panelists from various companies will exchange on many topics linked to the industry from its technical challenges to new opportunities to what its future might look like.","<p>Join us for a free non-commercial webinar dedicated to professionals in the protein processing industry with a focus on robotic automation of those processes. Guest panelists from various companies will exchange on many topics linked to the industry from its technical challenges to new opportunities to what its future might look like.</p>
<p>Whether you are already familiar with robotic automation, investigating potential projects or simply curious, this live discussion will bring valuable insights and recommendations to the table. The conversation will be illustrated by case studies and a live Q&amp;A session will take place at the end to enable you to directly ask questions.</p>
<p>Our panelists:</p>
<p>Jonathan Keogh, Mechatronics Engineer at JBT FoodTech</p>
<p>Michael Newcome, VP of Sales at JLS Automation</p>
<p>Brandon Harrison, Applications Engineering Manager at Stäubli</p>",2020-12-03,2020-12-03,True,,,8043,
"Cultivate 2020: Discussing cellular agriculture in the UK",https://www.eventbrite.co.uk/e/cultivate-2020-discussing-cellular-agriculture-in-the-uk-tickets-128565580111,2020-11-28T16:17:43-0500,NL,/events/cultivate-2020-discussing-cellular-agriculture-uk,https://www.proteinreport.org/sites/default/files/2020-11/cultivate.jpg,https://www.proteinreport.org/sites/default/files/2020-11/banner.jpg,Cell-Based,"Meat, Dairy, Seafood","Business, Sci-Tech",Europe,"Cultivate is an annual event to discuss cellular agriculture from UK perspectives. Cellular agriculture refers to work to produce agricultural products - typically animal products - through new methods that operate at the cellular level as opposed to working with whole animals. Examples include cultured meat and fermentation-based milk.
The event will feature a combination of talks and panels that will discuss activities and challenges that have risen over the last year.","<p>Cultivate is an annual event to discuss cellular agriculture from UK perspectives. Cellular agriculture refers to work to produce agricultural products - typically animal products - through new methods that operate at the cellular level as opposed to working with whole animals. Examples include cultured meat and fermentation-based milk.</p>
<p>The event will feature a combination of talks and panels that will discuss activities and challenges that have risen over the last year.</p>
<p>Our 2020 event will be online via Zoom and last three hours. This is different to our previous annual events, which have taken place in person and been whole day events. We look forward to an engaging discussion.</p>
<p><strong>Confirmed speakers include:</strong></p>
<p>Benjamina Bollag: Higher Steaks <a href=""https://www.highersteaks.com/"">https://www.highersteaks.com/</a></p>
<p>Leo Groenewegen: CellulaRevolution <a href=""https://cellularevolution.co.uk/"">https://cellularevolution.co.uk/</a></p>
<p>Cai Linton: Multus Media <a href=""https://www.multus.media/"">https://www.multus.media/</a></p>
<p>Jevan Nagarajah: Better Dairy <a href=""https://betterdairy.co.uk/"">https://betterdairy.co.uk/</a></p>
<p>Ruth Wonfor: Aberystwyth University <a href=""https://www.aber.ac.uk/en/ibers/staff-profiles/listing/profile/rec21/"">https://www.aber.ac.uk/en/ibers/staff-profiles/listing/profile/rec21/</a></p>
<p>John Miller: University of Sheffield <a href=""https://www.sheffield.ac.uk/english/people/academic-staff/john-miller"">https://www.sheffield.ac.uk/english/people/academic-staff/john-miller</a></p>
<p><strong>Event organised by:</strong></p>
<p>Illtud Dunsford: Cellular Agriculture Ltd <a href=""https://www.cellularagriculture.co.uk/"">https://www.cellularagriculture.co.uk/</a></p>
<p>Marianne Ellis: University of Bath <a href=""https://www.bath.ac.uk/profiles/head-of-department-of-chemical-engineering-marianne-ellis/"">https://www.bath.ac.uk/profiles/head-of-department-of-chemical-engineer…</a></p>
<p>Alexandra Sexton: Sheffield University</p>
<p>Neil Stephens: Brunel University London <a href=""https://www.brunel.ac.uk/people/neil-stephens"">https://www.brunel.ac.uk/people/neil-stephens</a></p>",2020-12-17,2020-12-17,True,,,8037,
"PPAA Webinar: Plant Protein Business Financing 101",https://www.eventbrite.com/e/ppaa-webinar-financing-101-tickets-126029657097,2020-11-18T16:19:11-0500,shannonsnaden,/events/ppaa-webinar-plant-protein-business-financing-101,https://www.proteinreport.org/sites/default/files/2020-11/logo_0.png,https://www.proteinreport.org/sites/default/files/2020-11/Copy%20of%20Financing%20101.png,Plant-Based,,Business,"US &amp; Canada","Grab a cup of coffee and hear stories from our special guest speaker, Corey Keith, business coach and financing specialist at Keith &amp; Associates. Explore the different options for financing your company.
He will be joined by entrepreneur Ahmad Yehya, president of Nabati Foods. The ambitious and fast-growing company of plant-based foods is based in Edmonton.
This one-hour webinar organized by the Plant Protein Alliance of Alberta.
Schedule:
• Introduction (5 minutes)
• Presentations (30 minutes)
• Q&amp;A (10 minutes)","<p>Grab a cup of coffee and hear stories from our special guest speaker, Corey Keith, business coach and financing specialist at Keith &amp; Associates. Explore the different options for financing your company.</p>
<p>He will be joined by entrepreneur Ahmad Yehya, president of Nabati Foods. The ambitious and fast-growing company of plant-based foods is based in Edmonton.</p>
<p>This one-hour webinar organized by the Plant Protein Alliance of Alberta.</p>
<p><strong>Schedule:</strong></p>
<p>• Introduction (5 minutes)</p>
<p>• Presentations (30 minutes)</p>
<p>• Q&amp;A (10 minutes)</p>
<p>• Closing (5 minutes)</p>
<p>• Breakout rooms with the presenters for deeper discussion and networking (10 minutes)</p>
<p><strong>About our speakers:</strong></p>
<p><a href=""https://www.linkedin.com/in/corey-keith-709764/"">Corey Keith</a> - Business Coach and Financing Specialist, <a href=""http://keithandassociates.ca/"">Keith and Associates</a></p>
<p><a href=""https://www.linkedin.com/in/ahmadyehya/"">Ahmad Yehya</a> - President of <a href=""https://ppaa.ca/how-nabati-foods-is-carving-out-a-spot-in-the-plant-based-food-market/"">Nabati Foods</a></p>
<p>This webinar is the third in a series:</p>
<p><a href=""https://www.eventbrite.com/e/ppaa-webinar-plant-protein-101-tickets-125929728207"">Nov. 18: <strong>Plant Protein 101</strong> with David Fielder</a></p>
<p><a href=""https://www.eventbrite.com/e/ppaa-webinar-fractionation-101-tickets-126022002201"">Nov. 25: <strong>Fractionation 101</strong> with Trevor Pizzey of anCeres Processing Solutions and Chance Barkley of Can-Seed Equipment</a></p>",2020-12-02,2020-12-02,True,,,7989,
"PPAA Webinar: Fractionation 101",https://www.eventbrite.com/e/ppaa-webinar-fractionation-101-tickets-126022002201,2020-11-18T16:11:40-0500,shannonsnaden,/events/ppaa-webinar-fractionation-101,https://www.proteinreport.org/sites/default/files/2020-11/logo.png,https://www.proteinreport.org/sites/default/files/2020-11/Copy%20of%20Fractionation%20101.png,Plant-Based,"Technology &amp; Equipment",Sci-Tech,"US &amp; Canada","Grab a cup of coffee and hear stories from our special guest speakers, Trevor Pizzey President &amp; Principal Consultant of anCeres Processing Solutions Ltd. and Chance Barkley of Can Seed Equipment Ltd. Plant-ingredient processing offers a global opportunity with a realistic path to economic diversification. Explore the value-added processing of crops such as pulses, canola and hemp.
This one-hour webinar is organized by the Plant Protein Alliance of Alberta.
Schedule:
• Introduction (5 minutes)
• Presentation (30 minutes)","<p>Grab a cup of coffee and hear stories from our special guest speakers, Trevor Pizzey President &amp; Principal Consultant of anCeres Processing Solutions Ltd. and Chance Barkley of Can Seed Equipment Ltd. Plant-ingredient processing offers a global opportunity with a realistic path to economic diversification. Explore the value-added processing of crops such as pulses, canola and hemp.</p>
<p>This one-hour webinar is organized by the Plant Protein Alliance of Alberta.</p>
<p><strong>Schedule:</strong></p>
<p>• Introduction (5 minutes)</p>
<p>• Presentation (30 minutes)</p>
<p>• Q&amp;A (10 minutes)</p>
<p>• Closing (5 minutes)</p>
<p>• Breakout rooms with the presenters for deeper discussion and networking (10 minutes)</p>
<p><strong>About our speakers:</strong></p>
<p><a href=""https://www.linkedin.com/in/trevorpizzey/"">Trevor Pizzey, P.Eng.</a> - President &amp; Principal Consultant <a href=""https://www.anceres.com/"">anCeres Processing Solutions Ltd</a>.</p>
<p><a href=""https://www.linkedin.com/in/chance-barkley-85a62414/"">Chance Barkley</a> - Alberta Sales Representative at <a href=""https://www.canseedequip.com/"">CanSeed Equipment</a></p>
<p>This webinar is the second in a series:</p>
<p><a href=""https://www.eventbrite.com/e/ppaa-webinar-plant-protein-101-tickets-125929728207"">Nov. 18: <strong>Plant Protein 101</strong> with David Fielder</a></p>
<p><a href=""https://www.eventbrite.com/e/ppaa-webinar-financing-101-tickets-126029657097"">Dec. 2: <strong>Financing</strong> <strong>101</strong> with Corey Keith of Keith &amp; Associates</a></p>",2020-11-25,2020-11-25,True,,,7988,
"Kind Earth Tech",https://www.kindearth.tech/ketvirtual2020,2020-11-17T06:00:39-0500,NL,/events/kind-earth-tech,https://www.proteinreport.org/sites/default/files/2020-11/ket%20logo.jpg,https://www.proteinreport.org/sites/default/files/2020-11/banner.JPG,"Cell-Based, Plant-Based, Microbial","Meat, Dairy, Eggs, Seafood","Business, Sci-Tech",International,"Why attend KET’s virtual event on kind earth tech and future food?!","<p><strong>Why attend KET’s virtual event on kind earth tech and future food?!</strong></p>
<ul>
<li>Get the latest news from our trailblazing foodtech innovators in Europe, America, and Asia</li>
<li>Hear and discuss the findings of the <a href=""https://www.kindearth.tech/research"">first-of-its-kind research</a> into cell-based food as an opportunity for farmers</li>
<li>Meet pitching start-ups</li>
<li>Explore the foodtech maps with <strong>KET</strong> cofounder <a href=""https://www.linkedin.com/in/ofc/"">Olivia Fox Cabane</a></li>
<li>Convert a farm with<strong> KET </strong>cofounder <a href=""https://www.linkedin.com/in/iravaneelen/"">Ira Van Eelen</a></li>
<li>Read with <a href=""https://www.kindearth.tech/inspiration-books"">our book club</a></li>
<li>Live kind with the <strong>KET</strong>cast hosted by <a href=""https://www.linkedin.com/in/emmaosborne/"">Emma Osborne</a></li>
<li>Ask your questions &amp; get answers</li>
<li>Follow <strong>KET</strong> around the world in a day</li>
<li>Be educated by our cohort of young geniuses</li>
<li>And more!</li>
</ul>",2020-11-20,2020-11-20,True,,,7980,
